objectid,filename,originalfile,title,type,species,varieties,features,accessory,identifier,altitudeid,date,description,season,subject,location,latitude,longitude,imagetype,format,language,creator,rights,rightsstatement
coll022,cumulo_nimbus_22.png,Cumulonimbus,Cumulonimbus,Capillatus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-04,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll023,cumulo_nimbus_23.png,Cumulonimbus,Cumulonimbus,Capillatus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-05,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll024,cumulo_nimbus_24.png,Cumulonimbus,Cumulonimbus,,,Virga praecipitatio,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-06,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll025,cumulo_nimbus_25.png,Cumulonimbus,Cumulonimbus,Calvus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-07,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll026,cumulo_nimbus_26.png,Cumulonimbus,Cumulonimbus,Calvus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-08,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll027,cumulo_nimbus_27.png,Cumulonimbus,Cumulonimbus,Calvus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-09,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll028,cumulo_nimbus_28.png,Cumulonimbus,Cumulonimbus,Calvus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-10,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll029,cumulo_nimbus_29.png,Cumulonimbus,Cumulonimbus,Capillatus,,Praecipitatio,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-11,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll030,cumulo_nimbus_30.png,Cumulonimbus,Cumulonimbus,Calvus,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-12,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,"T1, CN",Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll031,cumulo_nimbus_31.png,Cumulonimbus,Cumulonimbus,,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-13,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll032,cumulo_nimbus_32.png,Cumulonimbus,Cumulonimbus,,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-14,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll033,cumulo_nimbus_33.png,Cumulonimbus,Cumulonimbus,,,,"Multiple: Tropical region: From the Earth’s surface up to 20 km
(0 – 65 616.8ft)","Heavy and dense cloud, with a considerable vertical extent, in the form of a mountain or huge towers. Storm clouds.",Summer (Tropical region),2023-01-15,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll034,objects/cumulus/cumulo_1.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-16,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll035,objects/cumulus/cumulo_2.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-17,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll036,objects/cumulus/cumulo_3.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-18,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll037,objects/cumulus/cumulo_4.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-19,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll038,objects/cumulus/cumulo_5.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-20,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll039,objects/cumulus/cumulo_6.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-21,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll040,objects/cumulus/cumulo_7.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-22,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll041,objects/cumulus/cumulo_8.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-23,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll042,objects/cumulus/cumulo_9.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-24,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll043,objects/cumulus/cumulo_10.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-25,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll044,objects/cumulus/cumulo_11.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",,2023-01-26,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll045,objects/cumulus/cumulo_12.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-27,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll046,objects/cumulus/cumulo_13.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-28,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll047,objects/cumulus/cumulo_14.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-29,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll048,objects/cumulus/cumulo_15.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-30,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
coll049,objects/cumulus/cumulo_16.png,Cumulus,Cumulus,,,,"Low: From the Earth’s surface to 2 km
(0 – 6 500ft)","Detached clouds, generally dense and with sharp outlines, developing vertically in the form of rising mounds, domes or towers, of which the bulging upper part often resembles a cauliflower.",Spring/Summer (Tropical region),2023-01-31,Meteorology,"Guadalajara Jalisco, México",20.659698,-103.349609,,Image; StillImage,image/png,eng,Leobardo Óscar Alcántara Ocaña,All rights reserved,http://rightsstatements.org/vocab/InC/1.0/
,,type,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,type,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,type,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,type,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,type,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus ,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulonimbus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
,,Cumulus,,,,,,,,,,,,,,,,,,,
